empresa;codigoarticulo;codigoparticular;Talle;codigodeposito;Deposito;Stock;fechamodificacion
Emp1;196;907541846-9;3;3;03 - Shooping B;12;24/5/2024
Emp1;196;907541846-9;5;1;01 - Central;54;20/12/2023
Emp2;197;890285899-5;4;2;02 - Shooping A;18;30/12/2023
Emp2;197;890285899-5;2;3;03 - Shooping B;56;2/4/2024
Emp2;197;890285899-5;4;3;03 - Shooping B;4;12/12/2023
Emp2;197;890285899-5;2;2;02 - Shooping A;31;19/12/2023
Emp2;197;890285899-5;5;2;02 - Shooping A;33;14/4/2024
Emp2;197;890285899-5;2;4;04 - Outleet;45;12/5/2024
Emp2;197;890285899-5;2;2;02 - Shooping A;52;25/1/2024
Emp2;198;269135979-4;3;2;02 - Shooping A;18;1/2/2024
Emp2;198;269135979-4;3;2;02 - Shooping A;27;4/12/2023
Emp2;198;269135979-4;1;1;01 - Central;54;16/5/2024
Emp2;198;269135979-4;5;4;04 - Outleet;24;8/4/2024
Emp2;198;269135979-4;4;3;03 - Shooping B;7;10/2/2024
Emp2;198;269135979-4;4;3;03 - Shooping B;5;12/1/2024
Emp2;198;269135979-4;3;1;01 - Central;9;2/4/2024
Emp1;199;606173966-4;1;2;02 - Shooping A;25;27/5/2024
Emp1;199;606173966-4;1;4;04 - Outleet;6;10/1/2024
Emp1;200;399803642-3;4;1;01 - Central;29;1/4/2024
Emp1;200;399803642-3;3;2;02 - Shooping A;27;25/4/2024
Emp1;200;399803642-3;2;2;02 - Shooping A;24;16/4/2024
Emp1;200;399803642-3;2;1;01 - Central;51;7/4/2024
Emp1;201;755977124-6;4;3;03 - Shooping B;8;25/3/2024
Emp1;201;755977124-6;4;1;01 - Central;55;24/5/2024
Emp2;202;553442318-8;3;4;04 - Outleet;4;18/3/2024
Emp2;202;553442318-8;3;4;04 - Outleet;29;6/1/2024
Emp2;202;553442318-8;1;1;01 - Central;11;19/5/2024
Emp2;202;553442318-8;3;3;03 - Shooping B;10;22/2/2024
Emp2;202;553442318-8;4;1;01 - Central;4;19/5/2024
Emp2;202;553442318-8;3;1;01 - Central;36;13/3/2024
Emp2;202;553442318-8;3;2;02 - Shooping A;51;26/3/2024
Emp2;202;553442318-8;2;4;04 - Outleet;17;2/2/2024
Emp2;203;087252351-9;4;4;04 - Outleet;12;29/1/2024
Emp2;203;087252351-9;3;1;01 - Central;42;18/2/2024
Emp2;203;087252351-9;2;4;04 - Outleet;15;26/1/2024
Emp2;203;087252351-9;3;3;03 - Shooping B;34;21/5/2024
Emp2;204;420360169-X;4;3;03 - Shooping B;15;2/12/2023
Emp2;204;420360169-X;3;1;01 - Central;11;21/1/2024
Emp2;204;420360169-X;3;1;01 - Central;9;22/5/2024
Emp2;204;420360169-X;1;2;02 - Shooping A;40;21/4/2024
Emp2;204;420360169-X;1;3;03 - Shooping B;30;6/1/2024
Emp2;205;827913321-6;3;3;03 - Shooping B;57;1/2/2024
Emp2;206;141168682-9;4;4;04 - Outleet;20;28/4/2024
Emp2;206;141168682-9;4;1;01 - Central;18;22/3/2024
Emp1;207;506973277-3;2;2;02 - Shooping A;55;19/2/2024
Emp1;207;506973277-3;3;4;04 - Outleet;53;27/3/2024
Emp1;207;506973277-3;1;4;04 - Outleet;57;9/4/2024
Emp1;208;146611950-0;1;4;04 - Outleet;24;27/3/2024
Emp1;208;146611950-0;2;1;01 - Central;48;15/5/2024
Emp2;209;010331096-7;4;2;02 - Shooping A;3;1/4/2024
Emp2;209;010331096-7;3;4;04 - Outleet;3;24/4/2024
Emp2;209;010331096-7;2;2;02 - Shooping A;25;17/3/2024
Emp2;209;010331096-7;5;2;02 - Shooping A;48;25/2/2024
Emp2;209;010331096-7;2;3;03 - Shooping B;3;21/12/2023
Emp1;210;757998331-1;3;3;03 - Shooping B;32;28/2/2024
Emp1;210;757998331-1;3;4;04 - Outleet;60;30/1/2024
Emp1;210;757998331-1;4;1;01 - Central;58;6/2/2024
Emp1;210;757998331-1;1;2;02 - Shooping A;10;24/2/2024
Emp1;210;757998331-1;3;2;02 - Shooping A;37;31/3/2024
Emp1;210;757998331-1;3;3;03 - Shooping B;29;29/12/2023
Emp2;211;035863496-2;2;1;01 - Central;3;13/2/2024
Emp2;211;035863496-2;1;4;04 - Outleet;51;25/12/2023
Emp2;211;035863496-2;2;3;03 - Shooping B;55;14/4/2024
Emp2;212;779521854-7;3;4;04 - Outleet;12;27/12/2023
Emp2;212;779521854-7;4;2;02 - Shooping A;2;10/12/2023
Emp1;213;525542426-9;3;1;01 - Central;48;3/5/2024
Emp1;213;525542426-9;4;2;02 - Shooping A;35;2/1/2024
Emp1;213;525542426-9;3;4;04 - Outleet;10;3/3/2024
Emp1;214;893908967-7;2;1;01 - Central;52;23/12/2023
Emp1;214;893908967-7;3;4;04 - Outleet;14;25/5/2024
Emp1;215;517918994-2;3;1;01 - Central;47;10/5/2024
Emp1;215;517918994-2;5;1;01 - Central;31;9/1/2024
Emp1;215;517918994-2;5;1;01 - Central;34;17/2/2024
Emp1;216;693942575-6;2;3;03 - Shooping B;53;25/2/2024
Emp1;216;693942575-6;4;4;04 - Outleet;58;16/1/2024
Emp1;216;693942575-6;4;4;04 - Outleet;30;24/4/2024
Emp1;216;693942575-6;3;3;03 - Shooping B;45;25/4/2024
Emp1;216;693942575-6;2;2;02 - Shooping A;59;16/12/2023
Emp1;217;303877799-4;4;4;04 - Outleet;58;9/5/2024
Emp1;217;303877799-4;2;1;01 - Central;4;18/5/2024
Emp1;218;011441883-7;4;2;02 - Shooping A;45;23/12/2023
Emp1;218;011441883-7;2;1;01 - Central;16;19/2/2024
Emp1;218;011441883-7;4;4;04 - Outleet;6;12/2/2024
Emp1;218;011441883-7;3;4;04 - Outleet;42;26/5/2024
Emp1;218;011441883-7;1;1;01 - Central;47;19/2/2024
Emp2;219;891038288-0;4;3;03 - Shooping B;22;22/3/2024
Emp1;220;293954879-X;4;2;02 - Shooping A;22;1/1/2024
Emp2;221;192941076-X;1;4;04 - Outleet;33;14/1/2024
Emp2;221;192941076-X;3;4;04 - Outleet;57;7/5/2024
Emp2;221;192941076-X;2;3;03 - Shooping B;14;23/2/2024
Emp2;221;192941076-X;1;2;02 - Shooping A;30;24/4/2024
Emp2;221;192941076-X;3;3;03 - Shooping B;43;6/12/2023
Emp2;222;873786338-X;2;3;03 - Shooping B;46;15/3/2024
Emp2;223;643045678-1;2;2;02 - Shooping A;34;25/12/2023
Emp2;223;643045678-1;4;1;01 - Central;50;12/1/2024
Emp1;224;421694389-6;2;4;04 - Outleet;21;17/12/2023
Emp1;224;421694389-6;2;4;04 - Outleet;29;4/3/2024
Emp1;224;421694389-6;4;4;04 - Outleet;33;20/12/2023
Emp1;224;421694389-6;3;2;02 - Shooping A;52;16/12/2023
Emp1;224;421694389-6;4;3;03 - Shooping B;6;14/12/2023
Emp1;224;421694389-6;4;3;03 - Shooping B;44;1/3/2024
Emp1;224;421694389-6;3;3;03 - Shooping B;58;3/1/2024
Emp1;224;421694389-6;3;4;04 - Outleet;8;2/12/2023
Emp2;225;073619468-1;2;1;01 - Central;3;13/2/2024
Emp2;225;073619468-1;2;2;02 - Shooping A;11;26/4/2024
Emp2;225;073619468-1;1;3;03 - Shooping B;36;26/12/2023
Emp2;225;073619468-1;1;2;02 - Shooping A;7;14/1/2024
Emp1;226;834697427-2;3;2;02 - Shooping A;15;4/1/2024
Emp1;226;834697427-2;3;3;03 - Shooping B;31;2/3/2024
Emp1;226;834697427-2;3;2;02 - Shooping A;17;28/5/2024
Emp1;226;834697427-2;1;3;03 - Shooping B;28;21/2/2024
Emp1;226;834697427-2;3;1;01 - Central;31;24/4/2024
Emp1;226;834697427-2;3;1;01 - Central;58;6/2/2024
Emp1;227;454621536-3;2;3;03 - Shooping B;51;6/1/2024
Emp1;227;454621536-3;5;3;03 - Shooping B;3;11/4/2024
Emp1;227;454621536-3;4;1;01 - Central;32;31/1/2024
Emp1;227;454621536-3;5;3;03 - Shooping B;14;18/3/2024
Emp1;227;454621536-3;4;2;02 - Shooping A;36;7/5/2024
Emp2;228;251347423-6;3;4;04 - Outleet;41;12/2/2024
Emp2;228;251347423-6;3;3;03 - Shooping B;58;3/3/2024
Emp2;229;221780082-5;2;2;02 - Shooping A;59;8/5/2024
Emp1;230;903227982-3;2;3;03 - Shooping B;57;7/5/2024
Emp1;230;903227982-3;4;2;02 - Shooping A;56;25/3/2024
Emp1;230;903227982-3;2;3;03 - Shooping B;27;28/2/2024
Emp1;230;903227982-3;3;1;01 - Central;38;22/1/2024
Emp2;231;018637083-0;5;1;01 - Central;57;1/2/2024
Emp2;233;747972270-2;4;2;02 - Shooping A;54;14/3/2024
Emp2;233;747972270-2;3;2;02 - Shooping A;49;13/4/2024
Emp2;233;747972270-2;2;2;02 - Shooping A;36;16/5/2024
Emp2;233;747972270-2;3;2;02 - Shooping A;13;18/5/2024
Emp2;233;747972270-2;5;2;02 - Shooping A;26;4/2/2024
Emp2;233;747972270-2;2;1;01 - Central;21;4/3/2024
Emp2;233;747972270-2;3;1;01 - Central;31;27/3/2024
Emp2;233;747972270-2;1;4;04 - Outleet;43;28/12/2023
Emp2;233;747972270-2;3;1;01 - Central;50;10/4/2024
Emp1;234;738040988-3;1;2;02 - Shooping A;35;12/1/2024
Emp1;234;738040988-3;5;2;02 - Shooping A;10;28/1/2024
Emp1;234;738040988-3;1;4;04 - Outleet;23;11/1/2024
Emp2;235;252218719-8;3;4;04 - Outleet;7;1/1/2024
Emp2;235;252218719-8;4;4;04 - Outleet;35;30/5/2024
Emp2;235;252218719-8;5;1;01 - Central;37;5/3/2024
Emp2;235;252218719-8;2;3;03 - Shooping B;38;27/1/2024
Emp2;235;252218719-8;1;2;02 - Shooping A;29;16/4/2024
Emp2;235;252218719-8;5;1;01 - Central;33;27/4/2024
Emp2;235;252218719-8;3;1;01 - Central;23;29/3/2024
Emp1;236;508506783-5;1;3;03 - Shooping B;27;10/5/2024
Emp1;236;508506783-5;3;3;03 - Shooping B;31;27/4/2024
Emp1;236;508506783-5;1;1;01 - Central;60;19/12/2023
Emp1;236;508506783-5;4;4;04 - Outleet;28;28/1/2024
Emp1;237;066958807-5;3;2;02 - Shooping A;17;3/3/2024
Emp1;237;066958807-5;3;1;01 - Central;41;25/5/2024
Emp1;237;066958807-5;1;4;04 - Outleet;8;3/12/2023
Emp1;237;066958807-5;2;3;03 - Shooping B;55;12/3/2024
Emp1;237;066958807-5;3;3;03 - Shooping B;22;12/3/2024
Emp1;237;066958807-5;3;4;04 - Outleet;4;13/4/2024
Emp1;238;493585085-X;1;2;02 - Shooping A;59;22/12/2023
Emp1;238;493585085-X;4;3;03 - Shooping B;12;29/2/2024
Emp1;238;493585085-X;3;2;02 - Shooping A;51;26/12/2023
Emp1;238;493585085-X;2;4;04 - Outleet;24;21/3/2024
Emp1;238;493585085-X;3;3;03 - Shooping B;3;21/12/2023
Emp1;239;128849286-3;4;3;03 - Shooping B;13;10/1/2024
Emp1;240;927933185-X;3;1;01 - Central;24;15/12/2023
Emp1;240;927933185-X;1;2;02 - Shooping A;17;11/4/2024
Emp1;240;927933185-X;4;2;02 - Shooping A;25;22/3/2024
Emp1;241;617810821-4;4;1;01 - Central;25;17/1/2024
Emp1;241;617810821-4;3;4;04 - Outleet;47;12/4/2024
Emp1;242;978047537-0;2;1;01 - Central;56;2/4/2024
Emp1;242;978047537-0;3;1;01 - Central;24;10/2/2024
Emp1;242;978047537-0;1;1;01 - Central;5;20/12/2023
Emp1;242;978047537-0;4;3;03 - Shooping B;43;27/2/2024
Emp1;242;978047537-0;1;3;03 - Shooping B;51;9/4/2024
Emp1;242;978047537-0;3;2;02 - Shooping A;20;13/4/2024
Emp1;242;978047537-0;1;2;02 - Shooping A;6;6/4/2024
Emp1;242;978047537-0;3;3;03 - Shooping B;28;12/4/2024
Emp2;243;430731306-2;3;2;02 - Shooping A;2;15/5/2024
Emp2;243;430731306-2;3;1;01 - Central;31;12/2/2024
Emp2;243;430731306-2;1;3;03 - Shooping B;32;18/12/2023
Emp2;243;430731306-2;3;1;01 - Central;43;11/2/2024
Emp2;243;430731306-2;4;4;04 - Outleet;36;12/4/2024
Emp2;243;430731306-2;1;3;03 - Shooping B;15;3/5/2024
Emp2;243;430731306-2;3;3;03 - Shooping B;43;19/3/2024
Emp1;244;060923148-0;2;2;02 - Shooping A;48;11/4/2024
Emp1;244;060923148-0;2;2;02 - Shooping A;13;6/2/2024
Emp1;244;060923148-0;2;1;01 - Central;58;20/4/2024
Emp1;244;060923148-0;2;2;02 - Shooping A;29;4/2/2024
Emp1;244;060923148-0;5;1;01 - Central;36;14/1/2024
Emp1;244;060923148-0;2;1;01 - Central;57;15/5/2024
Emp1;244;060923148-0;2;1;01 - Central;20;22/2/2024
Emp2;245;295532841-3;1;1;01 - Central;48;27/1/2024
Emp2;245;295532841-3;4;4;04 - Outleet;10;30/1/2024
Emp2;245;295532841-3;3;3;03 - Shooping B;3;25/1/2024
Emp1;246;608854697-2;1;2;02 - Shooping A;50;8/5/2024
Emp1;246;608854697-2;3;3;03 - Shooping B;51;17/2/2024
Emp1;246;608854697-2;3;2;02 - Shooping A;11;17/12/2023
Emp1;246;608854697-2;2;3;03 - Shooping B;4;17/12/2023
Emp1;246;608854697-2;5;1;01 - Central;11;20/1/2024
Emp2;247;923104552-0;4;3;03 - Shooping B;37;3/1/2024
Emp2;247;923104552-0;4;4;04 - Outleet;7;15/2/2024
Emp1;248;405532765-X;3;1;01 - Central;39;22/1/2024
Emp1;248;405532765-X;5;3;03 - Shooping B;38;21/12/2023
Emp1;248;405532765-X;4;1;01 - Central;18;25/12/2023
Emp1;248;405532765-X;4;4;04 - Outleet;44;5/2/2024
Emp1;248;405532765-X;3;1;01 - Central;49;10/1/2024
Emp1;249;418724456-5;2;3;03 - Shooping B;36;2/12/2023
Emp1;249;418724456-5;3;2;02 - Shooping A;25;30/5/2024
Emp1;249;418724456-5;3;1;01 - Central;59;22/4/2024
Emp1;249;418724456-5;2;4;04 - Outleet;28;5/1/2024
Emp1;249;418724456-5;1;3;03 - Shooping B;15;24/2/2024
Emp1;249;418724456-5;1;3;03 - Shooping B;43;18/12/2023
Emp1;249;418724456-5;4;1;01 - Central;48;28/5/2024
Emp1;250;572966901-1;4;4;04 - Outleet;52;5/2/2024
Emp1;250;572966901-1;4;3;03 - Shooping B;9;29/4/2024
Emp1;250;572966901-1;3;1;01 - Central;34;6/4/2024
Emp1;251;327794334-8;4;2;02 - Shooping A;6;13/4/2024
Emp1;251;327794334-8;5;3;03 - Shooping B;35;12/3/2024
Emp1;251;327794334-8;3;2;02 - Shooping A;25;4/2/2024
Emp1;251;327794334-8;3;2;02 - Shooping A;3;24/4/2024
Emp1;252;541686114-2;1;4;04 - Outleet;6;7/12/2023
Emp1;252;541686114-2;2;1;01 - Central;45;23/1/2024
Emp1;252;541686114-2;2;2;02 - Shooping A;30;22/12/2023
Emp1;253;997971905-2;3;3;03 - Shooping B;33;15/4/2024
Emp1;253;997971905-2;4;3;03 - Shooping B;7;1/1/2024
Emp1;253;997971905-2;2;4;04 - Outleet;30;9/12/2023
Emp2;254;538835080-0;3;3;03 - Shooping B;32;15/12/2023
Emp2;254;538835080-0;4;4;04 - Outleet;59;25/12/2023
Emp2;254;538835080-0;1;3;03 - Shooping B;27;8/12/2023
Emp2;254;538835080-0;3;2;02 - Shooping A;40;10/12/2023
Emp2;254;538835080-0;3;2;02 - Shooping A;46;14/3/2024
Emp1;255;620213185-3;4;2;02 - Shooping A;52;22/2/2024
Emp1;255;620213185-3;2;4;04 - Outleet;57;13/5/2024
Emp1;255;620213185-3;4;4;04 - Outleet;25;30/1/2024
Emp2;256;119756408-X;1;1;01 - Central;5;30/5/2024
Emp2;256;119756408-X;3;3;03 - Shooping B;29;24/5/2024
Emp2;256;119756408-X;1;3;03 - Shooping B;11;4/2/2024
Emp1;257;371248956-0;3;4;04 - Outleet;35;12/3/2024
Emp1;257;371248956-0;2;4;04 - Outleet;41;5/2/2024
Emp1;257;371248956-0;4;1;01 - Central;26;6/4/2024
Emp1;257;371248956-0;3;3;03 - Shooping B;48;2/3/2024
Emp2;258;585021356-2;4;2;02 - Shooping A;28;24/12/2023
Emp2;258;585021356-2;4;1;01 - Central;32;1/3/2024
Emp2;258;585021356-2;2;2;02 - Shooping A;36;13/1/2024
Emp2;258;585021356-2;2;2;02 - Shooping A;20;23/5/2024
Emp1;259;763363258-5;4;4;04 - Outleet;35;22/2/2024
Emp1;259;763363258-5;3;4;04 - Outleet;48;16/3/2024
Emp1;260;892480164-3;4;3;03 - Shooping B;59;13/4/2024
Emp1;260;892480164-3;3;3;03 - Shooping B;35;25/1/2024
Emp1;260;892480164-3;3;1;01 - Central;21;3/3/2024
Emp1;260;892480164-3;3;4;04 - Outleet;45;27/5/2024
Emp2;261;957738886-8;1;1;01 - Central;30;8/4/2024
Emp2;261;957738886-8;4;3;03 - Shooping B;10;11/12/2023
Emp2;261;957738886-8;5;4;04 - Outleet;56;18/4/2024
Emp2;262;007590009-2;3;4;04 - Outleet;41;28/2/2024
Emp2;262;007590009-2;2;2;02 - Shooping A;49;11/5/2024
Emp2;262;007590009-2;1;1;01 - Central;13;1/5/2024
Emp2;262;007590009-2;2;3;03 - Shooping B;10;18/1/2024
Emp2;262;007590009-2;2;2;02 - Shooping A;24;26/3/2024
Emp1;263;093818908-5;4;4;04 - Outleet;50;10/5/2024
Emp1;263;093818908-5;3;1;01 - Central;10;24/1/2024
Emp1;263;093818908-5;5;3;03 - Shooping B;11;11/12/2023
Emp1;263;093818908-5;4;3;03 - Shooping B;30;11/1/2024
Emp1;263;093818908-5;4;2;02 - Shooping A;49;28/2/2024
Emp1;263;093818908-5;4;2;02 - Shooping A;2;12/4/2024
Emp1;264;667621962-X;4;1;01 - Central;28;23/12/2023
Emp1;264;667621962-X;3;1;01 - Central;48;16/5/2024
Emp1;264;667621962-X;3;2;02 - Shooping A;23;25/2/2024
Emp1;264;667621962-X;3;3;03 - Shooping B;51;11/1/2024
Emp1;264;667621962-X;4;3;03 - Shooping B;11;28/4/2024
Emp1;264;667621962-X;4;3;03 - Shooping B;36;23/4/2024
Emp1;265;171387664-7;4;4;04 - Outleet;31;31/1/2024
Emp1;265;171387664-7;4;3;03 - Shooping B;16;9/1/2024
Emp1;265;171387664-7;2;4;04 - Outleet;20;31/1/2024
Emp1;265;171387664-7;3;1;01 - Central;54;17/2/2024
Emp1;265;171387664-7;3;3;03 - Shooping B;5;17/3/2024
Emp2;266;426832686-3;3;4;04 - Outleet;45;16/3/2024
Emp2;266;426832686-3;2;4;04 - Outleet;22;24/12/2023
Emp2;266;426832686-3;3;1;01 - Central;4;30/1/2024
Emp2;266;426832686-3;2;2;02 - Shooping A;22;20/12/2023
Emp2;266;426832686-3;5;3;03 - Shooping B;11;5/1/2024
Emp2;267;931905770-2;2;2;02 - Shooping A;11;25/2/2024
Emp2;267;931905770-2;4;1;01 - Central;35;26/5/2024
Emp2;267;931905770-2;3;2;02 - Shooping A;38;11/4/2024
Emp2;267;931905770-2;4;4;04 - Outleet;27;18/3/2024
Emp2;267;931905770-2;3;3;03 - Shooping B;23;5/12/2023
Emp1;268;534295926-8;1;1;01 - Central;3;25/2/2024
Emp1;268;534295926-8;2;1;01 - Central;20;16/3/2024
Emp1;269;568292740-0;3;4;04 - Outleet;6;1/4/2024
Emp1;269;568292740-0;1;4;04 - Outleet;7;8/5/2024
Emp1;269;568292740-0;3;4;04 - Outleet;11;29/12/2023
Emp2;270;002229060-5;1;1;01 - Central;17;9/12/2023
Emp2;270;002229060-5;4;2;02 - Shooping A;58;25/4/2024
Emp2;271;799527410-6;4;4;04 - Outleet;2;29/2/2024
Emp2;271;799527410-6;2;1;01 - Central;26;17/2/2024
Emp2;271;799527410-6;2;2;02 - Shooping A;34;22/1/2024
Emp2;271;799527410-6;4;2;02 - Shooping A;19;30/1/2024
Emp2;271;799527410-6;2;3;03 - Shooping B;52;12/1/2024
Emp2;272;580532482-2;2;2;02 - Shooping A;20;16/12/2023
Emp2;272;580532482-2;4;4;04 - Outleet;29;26/4/2024
Emp2;272;580532482-2;3;4;04 - Outleet;3;5/3/2024
Emp2;273;517642194-1;4;3;03 - Shooping B;21;6/5/2024
Emp2;273;517642194-1;5;2;02 - Shooping A;17;10/1/2024
Emp2;273;517642194-1;4;4;04 - Outleet;19;8/3/2024
Emp2;273;517642194-1;1;1;01 - Central;15;26/4/2024
Emp2;273;517642194-1;2;2;02 - Shooping A;17;12/5/2024
Emp2;274;798902029-7;2;4;04 - Outleet;42;28/12/2023
Emp2;274;798902029-7;3;2;02 - Shooping A;26;4/12/2023
Emp2;274;798902029-7;2;2;02 - Shooping A;52;22/3/2024
Emp1;275;841448181-7;4;4;04 - Outleet;20;13/4/2024
Emp1;275;841448181-7;2;2;02 - Shooping A;19;8/12/2023
Emp1;275;841448181-7;1;2;02 - Shooping A;43;27/1/2024
Emp1;275;841448181-7;3;1;01 - Central;36;4/5/2024
Emp1;275;841448181-7;3;3;03 - Shooping B;11;20/2/2024
Emp1;275;841448181-7;2;3;03 - Shooping B;6;24/1/2024
Emp1;275;841448181-7;4;2;02 - Shooping A;11;6/4/2024
Emp1;275;841448181-7;4;3;03 - Shooping B;49;3/4/2024
Emp1;276;745013689-9;5;2;02 - Shooping A;42;23/4/2024
Emp1;276;745013689-9;4;3;03 - Shooping B;42;29/5/2024
Emp1;276;745013689-9;4;4;04 - Outleet;49;10/5/2024
Emp1;276;745013689-9;3;4;04 - Outleet;17;13/5/2024
Emp1;277;927224564-8;5;2;02 - Shooping A;43;12/3/2024
Emp1;279;304987651-4;2;3;03 - Shooping B;19;10/5/2024
Emp1;279;304987651-4;1;2;02 - Shooping A;39;3/5/2024
Emp1;279;304987651-4;5;4;04 - Outleet;41;19/2/2024
Emp2;280;626407121-8;5;4;04 - Outleet;40;28/3/2024
Emp2;280;626407121-8;4;3;03 - Shooping B;60;27/2/2024
Emp1;281;490848508-9;1;4;04 - Outleet;33;19/3/2024
Emp1;281;490848508-9;1;2;02 - Shooping A;10;14/1/2024
Emp1;281;490848508-9;2;4;04 - Outleet;58;24/12/2023
Emp1;281;490848508-9;3;3;03 - Shooping B;32;12/3/2024
Emp1;281;490848508-9;4;4;04 - Outleet;49;17/2/2024
Emp1;282;669312070-9;4;1;01 - Central;11;29/2/2024
Emp1;282;669312070-9;2;1;01 - Central;19;29/12/2023
Emp1;282;669312070-9;4;2;02 - Shooping A;54;1/12/2023
Emp1;282;669312070-9;5;4;04 - Outleet;49;7/5/2024
Emp1;282;669312070-9;1;4;04 - Outleet;11;18/12/2023
Emp1;283;257416095-9;4;3;03 - Shooping B;27;27/3/2024
Emp1;283;257416095-9;3;2;02 - Shooping A;34;21/5/2024
Emp1;283;257416095-9;1;3;03 - Shooping B;51;6/3/2024
Emp1;283;257416095-9;2;4;04 - Outleet;50;8/12/2023
Emp1;283;257416095-9;3;1;01 - Central;52;9/3/2024
Emp1;283;257416095-9;4;1;01 - Central;24;15/3/2024
Emp1;283;257416095-9;3;4;04 - Outleet;9;28/3/2024
Emp1;284;755920237-3;1;3;03 - Shooping B;15;2/12/2023
Emp1;284;755920237-3;3;1;01 - Central;10;23/1/2024
Emp1;284;755920237-3;2;3;03 - Shooping B;53;25/2/2024
Emp1;285;839582008-9;2;1;01 - Central;30;12/1/2024
Emp1;285;839582008-9;2;4;04 - Outleet;2;4/2/2024
Emp1;285;839582008-9;2;4;04 - Outleet;46;28/5/2024
Emp1;285;839582008-9;2;3;03 - Shooping B;21;20/2/2024
Emp1;286;557105704-1;3;3;03 - Shooping B;54;15/3/2024
Emp1;286;557105704-1;4;3;03 - Shooping B;50;16/1/2024
Emp1;286;557105704-1;4;4;04 - Outleet;32;4/12/2023
Emp2;287;928248090-9;3;2;02 - Shooping A;13;25/3/2024
Emp2;287;928248090-9;3;4;04 - Outleet;12;20/2/2024
Emp2;287;928248090-9;3;3;03 - Shooping B;60;28/1/2024
Emp1;288;312849120-8;1;4;04 - Outleet;47;11/5/2024
Emp1;288;312849120-8;4;1;01 - Central;37;27/2/2024
Emp1;288;312849120-8;4;2;02 - Shooping A;13;6/1/2024
Emp1;288;312849120-8;3;3;03 - Shooping B;37;25/3/2024
Emp1;288;312849120-8;1;1;01 - Central;59;10/5/2024
Emp1;288;312849120-8;4;4;04 - Outleet;26;26/1/2024
Emp2;289;495267393-6;5;2;02 - Shooping A;45;13/4/2024
Emp2;289;495267393-6;5;3;03 - Shooping B;55;10/2/2024
Emp2;290;127604098-9;4;3;03 - Shooping B;60;3/5/2024
Emp2;290;127604098-9;3;2;02 - Shooping A;7;5/4/2024
Emp2;290;127604098-9;3;3;03 - Shooping B;27;26/4/2024
Emp2;290;127604098-9;4;3;03 - Shooping B;50;20/3/2024
Emp2;290;127604098-9;3;3;03 - Shooping B;17;16/2/2024
Emp2;290;127604098-9;3;3;03 - Shooping B;28;27/5/2024
Emp2;290;127604098-9;3;2;02 - Shooping A;29;13/2/2024
Emp2;291;311063879-7;5;4;04 - Outleet;29;16/5/2024
Emp2;291;311063879-7;4;3;03 - Shooping B;44;25/1/2024
Emp2;291;311063879-7;2;3;03 - Shooping B;51;24/2/2024
Emp2;291;311063879-7;5;2;02 - Shooping A;9;15/2/2024
Emp2;291;311063879-7;3;2;02 - Shooping A;15;15/5/2024
Emp2;291;311063879-7;3;1;01 - Central;7;13/4/2024
Emp1;292;871277353-0;2;1;01 - Central;34;28/3/2024
Emp1;292;871277353-0;3;2;02 - Shooping A;43;26/1/2024
Emp1;292;871277353-0;3;3;03 - Shooping B;42;1/12/2023
Emp1;292;871277353-0;3;3;03 - Shooping B;13;30/5/2024
Emp1;292;871277353-0;5;2;02 - Shooping A;2;9/3/2024
Emp1;292;871277353-0;5;2;02 - Shooping A;25;25/3/2024
Emp1;292;871277353-0;2;3;03 - Shooping B;27;15/4/2024
Emp1;293;808610343-9;2;2;02 - Shooping A;41;18/1/2024
Emp1;293;808610343-9;3;1;01 - Central;56;24/12/2023
Emp1;293;808610343-9;2;4;04 - Outleet;38;23/4/2024
Emp1;294;429740868-6;2;1;01 - Central;12;29/4/2024
Emp1;294;429740868-6;3;4;04 - Outleet;35;12/12/2023
Emp1;294;429740868-6;3;1;01 - Central;43;15/1/2024
Emp1;294;429740868-6;2;3;03 - Shooping B;51;4/3/2024
Emp1;294;429740868-6;3;3;03 - Shooping B;35;21/3/2024
Emp1;294;429740868-6;3;2;02 - Shooping A;48;21/4/2024
Emp2;295;196465960-4;1;2;02 - Shooping A;52;11/5/2024
Emp2;295;196465960-4;4;4;04 - Outleet;37;18/2/2024
Emp2;296;936691506-X;2;4;04 - Outleet;20;4/3/2024
Emp2;296;936691506-X;2;3;03 - Shooping B;46;17/2/2024
Emp2;296;936691506-X;3;2;02 - Shooping A;8;2/4/2024
Emp2;296;936691506-X;4;2;02 - Shooping A;11;16/3/2024
Emp2;296;936691506-X;4;4;04 - Outleet;26;28/2/2024
Emp2;296;936691506-X;4;4;04 - Outleet;55;12/12/2023
Emp1;297;973357752-9;3;4;04 - Outleet;41;15/1/2024
Emp1;297;973357752-9;3;2;02 - Shooping A;37;16/4/2024
Emp1;297;973357752-9;4;2;02 - Shooping A;28;4/3/2024
Emp1;297;973357752-9;2;4;04 - Outleet;58;21/1/2024
Emp1;297;973357752-9;2;2;02 - Shooping A;54;12/1/2024
Emp2;298;997992076-9;2;1;01 - Central;34;21/2/2024
Emp1;299;699949978-0;4;4;04 - Outleet;29;14/1/2024
Emp1;299;699949978-0;2;4;04 - Outleet;12;19/2/2024
Emp1;299;699949978-0;3;3;03 - Shooping B;23;1/1/2024
Emp2;300;808934439-9;1;2;02 - Shooping A;3;21/12/2023
